symbol,prediction_session,target_session,calendar_gap_days,missed_market_sessions,classification
TOUCHWOOD.NS,2018-11-26,2018-11-29,3,2,SHORT_INACTIVITY
TOUCHWOOD.NS,2019-08-06,2019-08-09,3,2,SHORT_INACTIVITY
TPHQ.NS,2016-09-06,2016-09-09,3,2,LISTING_BOUNDARY
TPHQ.NS,2017-05-08,2017-05-11,3,2,SHORT_INACTIVITY
TPHQ.NS,2017-07-03,2017-07-06,3,2,SHORT_INACTIVITY
TPHQ.NS,2017-09-04,2017-09-07,3,2,SHORT_INACTIVITY
TPHQ.NS,2017-10-31,2017-11-03,3,2,SHORT_INACTIVITY
TPHQ.NS,2020-07-06,2020-07-09,3,2,SHORT_INACTIVITY
TREJHARA.NS,2024-03-01,2024-03-04,3,1,SHORT_INACTIVITY
UEL.NS,2024-07-29,2024-08-01,3,2,SHORT_INACTIVITY
UMESLTD.NS,2019-04-15,2019-04-18,3,1,SHORT_INACTIVITY
UMESLTD.NS,2019-08-19,2019-08-22,3,2,SHORT_INACTIVITY
UMESLTD.NS,2019-08-27,2019-08-30,3,2,SHORT_INACTIVITY
UMESLTD.NS,2019-09-09,2019-09-12,3,1,SHORT_INACTIVITY
UMESLTD.NS,2020-03-09,2020-03-12,3,1,SHORT_INACTIVITY
UMESLTD.NS,2020-04-21,2020-04-24,3,2,SHORT_INACTIVITY
UMESLTD.NS,2020-08-11,2020-08-14,3,2,SHORT_INACTIVITY
UMIYA-MRO.NS,2017-08-14,2017-08-17,3,1,SHORT_INACTIVITY
UMIYA-MRO.NS,2019-09-09,2019-09-12,3,1,SHORT_INACTIVITY
UMIYA-MRO.NS,2021-04-12,2021-04-15,3,1,SHORT_INACTIVITY
UNIINFO.NS,2018-08-07,2018-08-10,3,2,SHORT_INACTIVITY
UNIINFO.NS,2018-10-01,2018-10-04,3,1,SHORT_INACTIVITY
UNIINFO.NS,2020-05-11,2020-05-14,3,2,SHORT_INACTIVITY
UNIINFO.NS,2020-07-28,2020-07-31,3,2,SHORT_INACTIVITY
UNIINFO.NS,2020-08-11,2020-08-14,3,2,SHORT_INACTIVITY
UNIINFO.NS,2020-09-08,2020-09-11,3,2,SHORT_INACTIVITY
UNIINFO.NS,2020-09-14,2020-09-17,3,2,SHORT_INACTIVITY
UNIINFO.NS,2021-04-26,2021-04-29,3,2,SHORT_INACTIVITY
UNIINFO.NS,2021-06-14,2021-06-17,3,2,SHORT_INACTIVITY
UNIINFO.NS,2021-08-10,2021-08-13,3,2,SHORT_INACTIVITY
UNITEDPOLY.NS,2017-04-03,2017-04-06,3,1,SHORT_INACTIVITY
UNITEDPOLY.NS,2017-04-10,2017-04-13,3,2,SHORT_INACTIVITY
UNITEDPOLY.NS,2017-05-09,2017-05-12,3,2,SHORT_INACTIVITY
UNITEDPOLY.NS,2019-02-26,2019-03-01,3,2,SHORT_INACTIVITY
UNITEDPOLY.NS,2019-07-09,2019-07-12,3,2,SHORT_INACTIVITY
UNITEDPOLY.NS,2019-09-30,2019-10-03,3,1,SHORT_INACTIVITY
UNITEDPOLY.NS,2021-03-09,2021-03-12,3,1,SHORT_INACTIVITY
VAISHALI.NS,2018-02-26,2018-03-01,3,2,SHORT_INACTIVITY
VAISHALI.NS,2018-05-21,2018-05-24,3,2,SHORT_INACTIVITY
VAISHALI.NS,2018-10-16,2018-10-19,3,1,SHORT_INACTIVITY
VAISHALI.NS,2019-09-03,2019-09-06,3,2,SHORT_INACTIVITY
VAISHALI.NS,2019-09-23,2019-09-26,3,2,SHORT_INACTIVITY
VARDMNPOLY.NS,2020-01-31,2020-02-03,3,1,SHORT_INACTIVITY
VISACHROME.NS,2023-11-28,2023-12-01,3,2,SHORT_INACTIVITY
VISACHROME.NS,2024-01-29,2024-02-01,3,2,SHORT_INACTIVITY
VITAL.NS,2025-11-04,2025-11-07,3,1,SHORT_INACTIVITY
VIVIANA.NS,2023-06-27,2023-06-30,3,1,SHORT_INACTIVITY
VIVIANA.NS,2024-04-15,2024-04-18,3,1,SHORT_INACTIVITY
WAAREEINDO.NS,2025-12-29,2026-01-01,3,2,SHORT_INACTIVITY
WEALTH.NS,2016-10-17,2016-10-20,3,2,LISTING_BOUNDARY
WEALTH.NS,2017-04-03,2017-04-06,3,1,SHORT_INACTIVITY
WEALTH.NS,2018-05-21,2018-05-24,3,2,SHORT_INACTIVITY
WEL.NS,2019-12-03,2019-12-06,3,2,SHORT_INACTIVITY
WEL.NS,2020-12-14,2020-12-17,3,2,SHORT_INACTIVITY
WEL.NS,2021-04-13,2021-04-16,3,1,SHORT_INACTIVITY
WEL.NS,2021-05-04,2021-05-07,3,2,SHORT_INACTIVITY
WEL.NS,2021-07-12,2021-07-15,3,2,SHORT_INACTIVITY
WEL.NS,2021-10-19,2021-10-22,3,2,SHORT_INACTIVITY
WEL.NS,2022-01-11,2022-01-14,3,2,SHORT_INACTIVITY
WEWIN.NS,2020-08-10,2020-08-13,3,2,SHORT_INACTIVITY
WEWIN.NS,2021-03-22,2021-03-25,3,2,SHORT_INACTIVITY
WEWIN.NS,2021-07-19,2021-07-22,3,1,SHORT_INACTIVITY
WEWIN.NS,2021-08-02,2021-08-05,3,2,SHORT_INACTIVITY
WEWIN.NS,2021-09-28,2021-10-01,3,2,SHORT_INACTIVITY
WEWIN.NS,2021-10-04,2021-10-07,3,2,SHORT_INACTIVITY
WEWIN.NS,2021-11-01,2021-11-04,3,2,SHORT_INACTIVITY
WEWIN.NS,2021-11-23,2021-11-26,3,2,SHORT_INACTIVITY
WEWIN.NS,2022-01-25,2022-01-28,3,1,SHORT_INACTIVITY
WEWIN.NS,2022-06-07,2022-06-10,3,2,SHORT_INACTIVITY
WIPL.NS,2017-08-14,2017-08-17,3,1,SHORT_INACTIVITY
WIPL.NS,2018-01-09,2018-01-12,3,2,SHORT_INACTIVITY
WIPL.NS,2018-10-01,2018-10-04,3,1,SHORT_INACTIVITY
WIPL.NS,2019-04-01,2019-04-04,3,2,SHORT_INACTIVITY
WIPL.NS,2019-08-26,2019-08-29,3,2,SHORT_INACTIVITY
WIPL.NS,2020-02-11,2020-02-14,3,2,SHORT_INACTIVITY
WIPL.NS,2020-04-27,2020-04-30,3,2,SHORT_INACTIVITY
WIPL.NS,2020-11-24,2020-11-27,3,2,SHORT_INACTIVITY
WIPL.NS,2021-04-19,2021-04-22,3,1,SHORT_INACTIVITY
WIPL.NS,2024-03-01,2024-03-04,3,1,SHORT_INACTIVITY
WORTHPERI.NS,2018-06-11,2018-06-14,3,2,SHORT_INACTIVITY
WORTHPERI.NS,2018-06-18,2018-06-21,3,2,SHORT_INACTIVITY
WORTHPERI.NS,2018-07-17,2018-07-20,3,2,SHORT_INACTIVITY
WORTHPERI.NS,2018-08-14,2018-08-17,3,1,SHORT_INACTIVITY
WORTHPERI.NS,2018-11-12,2018-11-15,3,2,SHORT_INACTIVITY
WORTHPERI.NS,2019-03-26,2019-03-29,3,2,SHORT_INACTIVITY
WORTHPERI.NS,2019-04-08,2019-04-11,3,2,SHORT_INACTIVITY
WORTHPERI.NS,2019-05-27,2019-05-30,3,2,SHORT_INACTIVITY
WORTHPERI.NS,2019-06-03,2019-06-06,3,1,SHORT_INACTIVITY
WORTHPERI.NS,2019-10-01,2019-10-04,3,1,SHORT_INACTIVITY
WORTHPERI.NS,2020-02-11,2020-02-14,3,2,SHORT_INACTIVITY
WORTHPERI.NS,2020-06-09,2020-06-12,3,2,SHORT_INACTIVITY
WSI.NS,2019-12-02,2019-12-05,3,2,SHORT_INACTIVITY
WSI.NS,2021-07-20,2021-07-23,3,1,SHORT_INACTIVITY
ZENITHEXPO.NS,2017-09-12,2017-09-15,3,2,SHORT_INACTIVITY
ZENITHEXPO.NS,2018-10-22,2018-10-25,3,2,SHORT_INACTIVITY
ZENITHEXPO.NS,2019-10-27,2019-10-30,3,1,SHORT_INACTIVITY
ZENITHEXPO.NS,2024-10-28,2024-10-31,3,2,SHORT_INACTIVITY
ZENITHSTL.NS,2020-01-31,2020-02-03,3,1,SHORT_INACTIVITY
ZODIAC.NS,2018-09-11,2018-09-14,3,1,SHORT_INACTIVITY
ZODIAC.NS,2019-03-12,2019-03-15,3,2,SHORT_INACTIVITY
ZODIAC.NS,2019-04-30,2019-05-03,3,1,SHORT_INACTIVITY
ZODIAC.NS,2019-05-13,2019-05-16,3,2,SHORT_INACTIVITY
ZODIAC.NS,2019-07-16,2019-07-19,3,2,SHORT_INACTIVITY
ZODIAC.NS,2019-09-30,2019-10-03,3,1,SHORT_INACTIVITY
ZODIAC.NS,2019-11-11,2019-11-14,3,1,SHORT_INACTIVITY
ZODIAC.NS,2019-11-25,2019-11-28,3,2,SHORT_INACTIVITY
ZODIAC.NS,2019-12-03,2019-12-06,3,2,SHORT_INACTIVITY
ZODIAC.NS,2020-01-06,2020-01-09,3,2,SHORT_INACTIVITY
ZODIAC.NS,2020-01-29,2020-02-01,3,2,SHORT_INACTIVITY
ZODIAC.NS,2020-05-19,2020-05-22,3,2,SHORT_INACTIVITY
ZODIAC.NS,2020-05-26,2020-05-29,3,2,SHORT_INACTIVITY
ZODIAC.NS,2020-08-17,2020-08-20,3,2,SHORT_INACTIVITY
ZODIAC.NS,2020-10-12,2020-10-15,3,2,SHORT_INACTIVITY
ZODIAC.NS,2020-10-27,2020-10-30,3,2,SHORT_INACTIVITY
ZODIAC.NS,2021-01-25,2021-01-28,3,1,SHORT_INACTIVITY
ZODIAC.NS,2021-02-15,2021-02-18,3,2,SHORT_INACTIVITY
ZODIAC.NS,2021-06-22,2021-06-25,3,2,SHORT_INACTIVITY
ZODIAC.NS,2021-06-28,2021-07-01,3,2,SHORT_INACTIVITY
ZODIAC.NS,2021-07-20,2021-07-23,3,1,SHORT_INACTIVITY
ZODIAC.NS,2021-07-27,2021-07-30,3,2,SHORT_INACTIVITY
ZODIAC.NS,2021-08-24,2021-08-27,3,2,SHORT_INACTIVITY
ZODIAC.NS,2021-10-19,2021-10-22,3,2,SHORT_INACTIVITY
ZODIACLOTH.NS,2016-09-12,2016-09-15,3,1,LISTING_BOUNDARY
21STCENMGM.NS,2018-03-06,2018-03-08,2,1,SHORT_INACTIVITY
21STCENMGM.NS,2018-04-11,2018-04-13,2,1,SHORT_INACTIVITY
21STCENMGM.NS,2018-12-26,2018-12-28,2,1,SHORT_INACTIVITY
21STCENMGM.NS,2018-12-31,2019-01-02,2,1,SHORT_INACTIVITY
21STCENMGM.NS,2019-08-20,2019-08-22,2,1,SHORT_INACTIVITY
21STCENMGM.NS,2019-09-04,2019-09-06,2,1,SHORT_INACTIVITY
21STCENMGM.NS,2019-09-16,2019-09-18,2,1,SHORT_INACTIVITY
21STCENMGM.NS,2019-12-31,2020-01-02,2,1,SHORT_INACTIVITY
21STCENMGM.NS,2020-02-03,2020-02-05,2,1,SHORT_INACTIVITY
21STCENMGM.NS,2020-03-25,2020-03-27,2,1,SHORT_INACTIVITY
21STCENMGM.NS,2020-04-27,2020-04-29,2,1,SHORT_INACTIVITY
3PLAND.NS,2016-12-26,2016-12-28,2,1,SHORT_INACTIVITY
3PLAND.NS,2017-11-13,2017-11-15,2,1,SHORT_INACTIVITY
3PLAND.NS,2018-09-04,2018-09-06,2,1,SHORT_INACTIVITY
3PLAND.NS,2018-09-26,2018-09-28,2,1,SHORT_INACTIVITY
3PLAND.NS,2018-11-13,2018-11-15,2,1,SHORT_INACTIVITY
3PLAND.NS,2019-02-18,2019-02-20,2,1,SHORT_INACTIVITY
3PLAND.NS,2019-03-27,2019-03-29,2,1,SHORT_INACTIVITY
3PLAND.NS,2019-07-30,2019-08-01,2,1,SHORT_INACTIVITY
3PLAND.NS,2019-09-04,2019-09-06,2,1,SHORT_INACTIVITY
3PLAND.NS,2019-09-16,2019-09-18,2,1,SHORT_INACTIVITY
3PLAND.NS,2019-09-23,2019-09-25,2,1,SHORT_INACTIVITY
3PLAND.NS,2020-01-22,2020-01-24,2,1,SHORT_INACTIVITY
3PLAND.NS,2020-05-05,2020-05-07,2,1,SHORT_INACTIVITY
3PLAND.NS,2020-05-11,2020-05-13,2,1,SHORT_INACTIVITY
3PLAND.NS,2020-05-18,2020-05-20,2,1,SHORT_INACTIVITY
3PLAND.NS,2020-06-09,2020-06-11,2,1,SHORT_INACTIVITY
3PLAND.NS,2020-06-15,2020-06-17,2,1,SHORT_INACTIVITY
3PLAND.NS,2020-07-08,2020-07-10,2,1,SHORT_INACTIVITY
3PLAND.NS,2020-07-28,2020-07-30,2,1,SHORT_INACTIVITY
3PLAND.NS,2020-08-03,2020-08-05,2,1,SHORT_INACTIVITY
3PLAND.NS,2020-08-17,2020-08-19,2,1,SHORT_INACTIVITY
3PLAND.NS,2020-08-19,2020-08-21,2,1,SHORT_INACTIVITY
3PLAND.NS,2020-09-07,2020-09-09,2,1,SHORT_INACTIVITY
3PLAND.NS,2020-09-09,2020-09-11,2,1,SHORT_INACTIVITY
3PLAND.NS,2020-10-12,2020-10-14,2,1,SHORT_INACTIVITY
3PLAND.NS,2020-10-28,2020-10-30,2,1,SHORT_INACTIVITY
AAATECH.NS,2020-12-15,2020-12-17,2,1,SHORT_INACTIVITY
AAATECH.NS,2021-01-04,2021-01-06,2,1,SHORT_INACTIVITY
AAATECH.NS,2021-01-18,2021-01-20,2,1,SHORT_INACTIVITY
AAATECH.NS,2021-05-31,2021-06-02,2,1,SHORT_INACTIVITY
AAATECH.NS,2021-07-13,2021-07-15,2,1,SHORT_INACTIVITY
AAATECH.NS,2021-07-27,2021-07-29,2,1,SHORT_INACTIVITY
AAATECH.NS,2021-08-04,2021-08-06,2,1,SHORT_INACTIVITY
AAATECH.NS,2021-08-10,2021-08-12,2,1,SHORT_INACTIVITY
AAATECH.NS,2021-08-30,2021-09-01,2,1,SHORT_INACTIVITY
AAATECH.NS,2021-09-01,2021-09-03,2,1,SHORT_INACTIVITY
AAATECH.NS,2021-09-06,2021-09-08,2,1,SHORT_INACTIVITY
AAATECH.NS,2021-09-27,2021-09-29,2,1,SHORT_INACTIVITY
AAATECH.NS,2021-10-12,2021-10-14,2,1,SHORT_INACTIVITY
AAATECH.NS,2021-10-26,2021-10-28,2,1,SHORT_INACTIVITY
AAATECH.NS,2021-11-01,2021-11-03,2,1,SHORT_INACTIVITY
AAATECH.NS,2021-12-07,2021-12-09,2,1,SHORT_INACTIVITY
AAATECH.NS,2021-12-14,2021-12-16,2,1,SHORT_INACTIVITY
AAATECH.NS,2021-12-29,2021-12-31,2,1,SHORT_INACTIVITY
AAATECH.NS,2022-01-12,2022-01-14,2,1,SHORT_INACTIVITY
AAATECH.NS,2022-02-01,2022-02-03,2,1,SHORT_INACTIVITY
AAATECH.NS,2022-02-14,2022-02-16,2,1,SHORT_INACTIVITY
AAATECH.NS,2022-04-04,2022-04-06,2,1,SHORT_INACTIVITY
AAATECH.NS,2022-05-17,2022-05-19,2,1,SHORT_INACTIVITY
AAATECH.NS,2022-05-30,2022-06-01,2,1,SHORT_INACTIVITY
AAATECH.NS,2022-06-06,2022-06-08,2,1,SHORT_INACTIVITY
AAATECH.NS,2022-06-08,2022-06-10,2,1,SHORT_INACTIVITY
AAATECH.NS,2022-06-13,2022-06-15,2,1,SHORT_INACTIVITY
AAATECH.NS,2022-10-11,2022-10-13,2,1,SHORT_INACTIVITY
AAATECH.NS,2022-11-02,2022-11-04,2,1,SHORT_INACTIVITY
AARON.NS,2018-10-03,2018-10-05,2,1,SHORT_INACTIVITY
AARON.NS,2018-11-07,2018-11-09,2,-1,UNRESOLVED
AARON.NS,2019-08-21,2019-08-23,2,1,SHORT_INACTIVITY
AARON.NS,2020-04-21,2020-04-23,2,1,SHORT_INACTIVITY
AARON.NS,2020-07-15,2020-07-17,2,1,SHORT_INACTIVITY
AARON.NS,2020-07-22,2020-07-24,2,1,SHORT_INACTIVITY
AARON.NS,2020-09-07,2020-09-09,2,1,SHORT_INACTIVITY
AARVI.NS,2017-10-31,2017-11-02,2,1,SHORT_INACTIVITY
AARVI.NS,2017-12-18,2017-12-20,2,1,SHORT_INACTIVITY
AARVI.NS,2017-12-27,2017-12-29,2,1,SHORT_INACTIVITY
AARVI.NS,2018-01-10,2018-01-12,2,1,SHORT_INACTIVITY
AARVI.NS,2018-03-13,2018-03-15,2,1,SHORT_INACTIVITY
AARVI.NS,2018-04-02,2018-04-04,2,1,SHORT_INACTIVITY
AARVI.NS,2018-04-11,2018-04-13,2,1,SHORT_INACTIVITY
AARVI.NS,2018-04-16,2018-04-18,2,1,SHORT_INACTIVITY
AARVI.NS,2018-04-18,2018-04-20,2,1,SHORT_INACTIVITY
AARVI.NS,2018-05-16,2018-05-18,2,1,SHORT_INACTIVITY
AARVI.NS,2018-06-05,2018-06-07,2,1,SHORT_INACTIVITY
AARVI.NS,2018-06-20,2018-06-22,2,1,SHORT_INACTIVITY
AARVI.NS,2018-07-04,2018-07-06,2,1,SHORT_INACTIVITY
AARVI.NS,2018-08-08,2018-08-10,2,1,SHORT_INACTIVITY
AARVI.NS,2018-09-10,2018-09-12,2,1,SHORT_INACTIVITY
AARVI.NS,2018-10-10,2018-10-12,2,1,SHORT_INACTIVITY
AARVI.NS,2018-11-20,2018-11-22,2,1,SHORT_INACTIVITY
AARVI.NS,2019-04-01,2019-04-03,2,1,SHORT_INACTIVITY
AARVI.NS,2019-05-13,2019-05-15,2,1,SHORT_INACTIVITY
AARVI.NS,2019-05-22,2019-05-24,2,1,SHORT_INACTIVITY
AARVI.NS,2019-05-28,2019-05-30,2,1,SHORT_INACTIVITY
AARVI.NS,2019-06-12,2019-06-14,2,1,SHORT_INACTIVITY
AARVI.NS,2019-07-23,2019-07-25,2,1,SHORT_INACTIVITY
AARVI.NS,2019-10-09,2019-10-11,2,1,SHORT_INACTIVITY
AARVI.NS,2019-10-14,2019-10-16,2,1,SHORT_INACTIVITY
AARVI.NS,2019-11-06,2019-11-08,2,1,SHORT_INACTIVITY
AARVI.NS,2019-12-30,2020-01-01,2,1,SHORT_INACTIVITY
AARVI.NS,2020-01-13,2020-01-15,2,1,SHORT_INACTIVITY
AARVI.NS,2020-02-24,2020-02-26,2,1,SHORT_INACTIVITY
AARVI.NS,2020-03-16,2020-03-18,2,1,SHORT_INACTIVITY
AARVI.NS,2020-03-24,2020-03-26,2,1,SHORT_INACTIVITY
AARVI.NS,2020-04-07,2020-04-09,2,1,SHORT_INACTIVITY
AARVI.NS,2020-05-20,2020-05-22,2,1,SHORT_INACTIVITY
AARVI.NS,2020-06-02,2020-06-04,2,1,SHORT_INACTIVITY
AARVI.NS,2020-07-28,2020-07-30,2,1,SHORT_INACTIVITY
ABCOTS.NS,2022-04-04,2022-04-06,2,1,SHORT_INACTIVITY
ABCOTS.NS,2022-04-19,2022-04-21,2,1,SHORT_INACTIVITY
ABCOTS.NS,2022-05-23,2022-05-25,2,1,SHORT_INACTIVITY
ABCOTS.NS,2022-05-25,2022-05-27,2,1,SHORT_INACTIVITY
ABCOTS.NS,2022-06-06,2022-06-08,2,1,SHORT_INACTIVITY
ABCOTS.NS,2022-06-13,2022-06-15,2,1,SHORT_INACTIVITY
ABCOTS.NS,2022-06-20,2022-06-22,2,1,SHORT_INACTIVITY
ABCOTS.NS,2022-07-18,2022-07-20,2,1,SHORT_INACTIVITY
ABCOTS.NS,2022-07-25,2022-07-27,2,1,SHORT_INACTIVITY
ABCOTS.NS,2022-07-27,2022-07-29,2,1,SHORT_INACTIVITY
ABCOTS.NS,2022-08-01,2022-08-03,2,1,SHORT_INACTIVITY
ABCOTS.NS,2022-09-12,2022-09-14,2,1,SHORT_INACTIVITY
ABCOTS.NS,2022-10-12,2022-10-14,2,1,SHORT_INACTIVITY
ABCOTS.NS,2022-10-17,2022-10-19,2,1,SHORT_INACTIVITY
ABCOTS.NS,2022-10-19,2022-10-21,2,1,SHORT_INACTIVITY
ABCOTS.NS,2022-11-30,2022-12-02,2,1,SHORT_INACTIVITY
ABCOTS.NS,2022-12-05,2022-12-07,2,1,SHORT_INACTIVITY
ABCOTS.NS,2022-12-21,2022-12-23,2,1,SHORT_INACTIVITY
ABCOTS.NS,2022-12-26,2022-12-28,2,1,SHORT_INACTIVITY
ABCOTS.NS,2023-02-15,2023-02-17,2,1,SHORT_INACTIVITY
ABCOTS.NS,2023-03-14,2023-03-16,2,1,SHORT_INACTIVITY
ABCOTS.NS,2023-03-27,2023-03-29,2,1,SHORT_INACTIVITY
ABCOTS.NS,2023-07-24,2023-07-26,2,1,SHORT_INACTIVITY
ABCOTS.NS,2023-08-02,2023-08-04,2,1,SHORT_INACTIVITY
ABCOTS.NS,2023-08-07,2023-08-09,2,1,SHORT_INACTIVITY
ABCOTS.NS,2023-10-30,2023-11-01,2,1,SHORT_INACTIVITY
ABCOTS.NS,2023-12-19,2023-12-21,2,1,SHORT_INACTIVITY
ABCOTS.NS,2024-01-16,2024-01-18,2,1,SHORT_INACTIVITY
ABCOTS.NS,2024-06-10,2024-06-12,2,1,SHORT_INACTIVITY
ABCOTS.NS,2024-06-25,2024-06-27,2,1,SHORT_INACTIVITY
ABCOTS.NS,2024-08-28,2024-08-30,2,1,SHORT_INACTIVITY
ABCOTS.NS,2024-09-04,2024-09-06,2,1,SHORT_INACTIVITY
ABCOTS.NS,2024-10-08,2024-10-10,2,1,SHORT_INACTIVITY
ABGSEC.NS,2025-02-19,2025-02-21,2,1,SHORT_INACTIVITY
ABGSEC.NS,2025-03-05,2025-03-07,2,1,SHORT_INACTIVITY
ABGSEC.NS,2025-03-24,2025-03-26,2,1,SHORT_INACTIVITY
ABGSEC.NS,2025-05-12,2025-05-14,2,1,SHORT_INACTIVITY
ABGSEC.NS,2025-06-03,2025-06-05,2,1,SHORT_INACTIVITY
ABGSEC.NS,2025-07-08,2025-07-10,2,1,SHORT_INACTIVITY
ABGSEC.NS,2025-09-17,2025-09-19,2,1,SHORT_INACTIVITY
ABGSEC.NS,2025-12-09,2025-12-11,2,1,SHORT_INACTIVITY
ABGSEC.NS,2025-12-29,2025-12-31,2,1,SHORT_INACTIVITY
ABGSEC.NS,2026-02-23,2026-02-25,2,1,SHORT_INACTIVITY
ABGSEC.NS,2026-03-09,2026-03-11,2,1,SHORT_INACTIVITY
ABGSEC.NS,2026-04-21,2026-04-23,2,1,SHORT_INACTIVITY
ABGSEC.NS,2026-06-02,2026-06-04,2,1,SHORT_INACTIVITY
ABGSEC.NS,2026-06-22,2026-06-24,2,1,SHORT_INACTIVITY
ABINFRA.NS,2019-08-05,2019-08-07,2,1,SHORT_INACTIVITY
ABINFRA.NS,2019-08-21,2019-08-23,2,1,SHORT_INACTIVITY
ABINFRA.NS,2019-08-26,2019-08-28,2,1,SHORT_INACTIVITY
ABINFRA.NS,2019-10-15,2019-10-17,2,1,SHORT_INACTIVITY
ABINFRA.NS,2019-10-22,2019-10-24,2,1,SHORT_INACTIVITY
ABINFRA.NS,2019-11-26,2019-11-28,2,1,SHORT_INACTIVITY
ABINFRA.NS,2019-12-31,2020-01-02,2,1,SHORT_INACTIVITY
ABINFRA.NS,2020-08-25,2020-08-27,2,1,SHORT_INACTIVITY
ABINFRA.NS,2020-09-15,2020-09-17,2,1,SHORT_INACTIVITY
ABINFRA.NS,2020-11-04,2020-11-06,2,1,SHORT_INACTIVITY
ABINFRA.NS,2020-11-09,2020-11-11,2,1,SHORT_INACTIVITY
ABINFRA.NS,2021-01-04,2021-01-06,2,1,SHORT_INACTIVITY
ABINFRA.NS,2021-01-19,2021-01-21,2,1,SHORT_INACTIVITY
ABINFRA.NS,2021-06-01,2021-06-03,2,1,SHORT_INACTIVITY
ABINFRA.NS,2021-07-26,2021-07-28,2,1,SHORT_INACTIVITY
ABINFRA.NS,2021-08-03,2021-08-05,2,1,SHORT_INACTIVITY
ABINFRA.NS,2021-08-16,2021-08-18,2,1,SHORT_INACTIVITY
ABINFRA.NS,2021-08-31,2021-09-02,2,1,SHORT_INACTIVITY
ABINFRA.NS,2021-12-14,2021-12-16,2,1,SHORT_INACTIVITY
ABINFRA.NS,2021-12-27,2021-12-29,2,1,SHORT_INACTIVITY
ABINFRA.NS,2022-01-05,2022-01-07,2,1,SHORT_INACTIVITY
ABINFRA.NS,2022-02-16,2022-02-18,2,1,SHORT_INACTIVITY
ABINFRA.NS,2022-04-18,2022-04-20,2,1,SHORT_INACTIVITY
ABINFRA.NS,2022-04-20,2022-04-22,2,1,SHORT_INACTIVITY
ABINFRA.NS,2022-07-13,2022-07-15,2,1,SHORT_INACTIVITY
ABINFRA.NS,2022-08-23,2022-08-25,2,1,SHORT_INACTIVITY
ABINFRA.NS,2022-09-12,2022-09-14,2,1,SHORT_INACTIVITY
ABINFRA.NS,2022-10-19,2022-10-21,2,1,SHORT_INACTIVITY
ABINFRA.NS,2023-01-03,2023-01-05,2,1,SHORT_INACTIVITY
ABINFRA.NS,2023-02-07,2023-02-09,2,1,SHORT_INACTIVITY
ABINFRA.NS,2023-06-06,2023-06-08,2,1,SHORT_INACTIVITY
ABINFRA.NS,2023-09-13,2023-09-15,2,1,SHORT_INACTIVITY
ABINFRA.NS,2023-10-09,2023-10-11,2,1,SHORT_INACTIVITY
ABINFRA.NS,2023-12-04,2023-12-06,2,1,SHORT_INACTIVITY
ABINFRA.NS,2024-01-09,2024-01-11,2,1,SHORT_INACTIVITY
ABINFRA.NS,2024-01-16,2024-01-18,2,1,SHORT_INACTIVITY
ABINFRA.NS,2024-02-05,2024-02-07,2,1,SHORT_INACTIVITY
ABINFRA.NS,2024-02-29,2024-03-02,2,1,SHORT_INACTIVITY
ABINFRA.NS,2024-03-04,2024-03-06,2,1,SHORT_INACTIVITY
ABINFRA.NS,2024-03-13,2024-03-15,2,1,SHORT_INACTIVITY
ABINFRA.NS,2024-04-02,2024-04-04,2,1,SHORT_INACTIVITY
ABINFRA.NS,2024-04-23,2024-04-25,2,1,SHORT_INACTIVITY
ABINFRA.NS,2024-06-26,2024-06-28,2,1,SHORT_INACTIVITY
ABINFRA.NS,2024-10-14,2024-10-16,2,1,SHORT_INACTIVITY
ABINFRA.NS,2024-10-16,2024-10-18,2,1,SHORT_INACTIVITY
ABSLNN50ET.NS,2019-01-28,2019-01-30,2,1,SHORT_INACTIVITY
ABSLNN50ET.NS,2019-02-06,2019-02-08,2,1,SHORT_INACTIVITY
ABSLNN50ET.NS,2019-03-06,2019-03-08,2,1,SHORT_INACTIVITY
ABSLNN50ET.NS,2019-04-02,2019-04-04,2,1,SHORT_INACTIVITY
ABSLNN50ET.NS,2019-06-25,2019-06-27,2,1,SHORT_INACTIVITY
ABSLNN50ET.NS,2019-07-10,2019-07-12,2,1,SHORT_INACTIVITY
ABSLNN50ET.NS,2019-07-17,2019-07-19,2,1,SHORT_INACTIVITY
ABSLNN50ET.NS,2019-08-06,2019-08-08,2,1,SHORT_INACTIVITY
ABSLNN50ET.NS,2019-08-26,2019-08-28,2,1,SHORT_INACTIVITY
ABSLNN50ET.NS,2019-08-28,2019-08-30,2,1,SHORT_INACTIVITY
ABSLNN50ET.NS,2019-09-11,2019-09-13,2,1,SHORT_INACTIVITY
ABSLNN50ET.NS,2019-11-20,2019-11-22,2,1,SHORT_INACTIVITY
ABSLNN50ET.NS,2019-11-26,2019-11-28,2,1,SHORT_INACTIVITY
ABSLNN50ET.NS,2020-01-28,2020-01-30,2,1,SHORT_INACTIVITY
ABSLNN50ET.NS,2020-02-04,2020-02-06,2,1,SHORT_INACTIVITY
ABSLNN50ET.NS,2020-09-08,2020-09-10,2,1,SHORT_INACTIVITY
ABSLNN50ET.NS,2020-10-19,2020-10-21,2,1,SHORT_INACTIVITY
ACEINTEG.NS,2017-07-26,2017-07-28,2,1,SHORT_INACTIVITY
ACEINTEG.NS,2017-08-28,2017-08-30,2,1,SHORT_INACTIVITY
