symbol,prediction_session,target_session,calendar_gap_days,missed_market_sessions,classification
WSI.NS,2022-10-31,2022-11-07,7,4,SHORT_INACTIVITY
WSI.NS,2022-11-07,2022-11-14,7,3,SHORT_INACTIVITY
WSI.NS,2022-11-14,2022-11-21,7,4,SHORT_INACTIVITY
WSI.NS,2022-11-21,2022-11-28,7,4,SHORT_INACTIVITY
WSI.NS,2022-11-28,2022-12-05,7,4,SHORT_INACTIVITY
WSI.NS,2022-12-05,2022-12-12,7,4,SHORT_INACTIVITY
WSI.NS,2022-12-12,2022-12-19,7,4,SHORT_INACTIVITY
WSI.NS,2022-12-19,2022-12-26,7,4,SHORT_INACTIVITY
WSI.NS,2022-12-26,2023-01-02,7,4,SHORT_INACTIVITY
WSI.NS,2023-01-02,2023-01-09,7,4,SHORT_INACTIVITY
WSI.NS,2023-01-09,2023-01-16,7,4,SHORT_INACTIVITY
WSI.NS,2023-01-16,2023-01-23,7,4,SHORT_INACTIVITY
WSI.NS,2023-01-23,2023-01-30,7,3,SHORT_INACTIVITY
WSI.NS,2023-01-30,2023-02-06,7,4,SHORT_INACTIVITY
WSI.NS,2023-02-06,2023-02-13,7,4,SHORT_INACTIVITY
WSI.NS,2023-02-13,2023-02-20,7,4,SHORT_INACTIVITY
WSI.NS,2023-02-20,2023-02-27,7,4,SHORT_INACTIVITY
WSI.NS,2023-02-27,2023-03-06,7,4,SHORT_INACTIVITY
WSI.NS,2023-03-06,2023-03-13,7,3,SHORT_INACTIVITY
WSI.NS,2023-06-26,2023-07-03,7,3,SHORT_INACTIVITY
WSI.NS,2023-07-03,2023-07-10,7,4,SHORT_INACTIVITY
WSI.NS,2023-07-10,2023-07-17,7,4,SHORT_INACTIVITY
WSI.NS,2023-07-17,2023-07-24,7,4,SHORT_INACTIVITY
ZENITHEXPO.NS,2016-10-14,2016-10-21,7,4,LISTING_BOUNDARY
ZENITHEXPO.NS,2017-02-16,2017-02-23,7,4,LISTING_BOUNDARY
ZENITHEXPO.NS,2017-08-16,2017-08-23,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2020-06-22,2020-06-29,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2020-06-29,2020-07-06,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2020-07-06,2020-07-13,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2020-09-07,2020-09-14,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2020-09-14,2020-09-21,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2020-09-21,2020-09-28,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2020-09-28,2020-10-05,7,3,SHORT_INACTIVITY
ZENITHSTL.NS,2020-10-05,2020-10-12,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2020-12-07,2020-12-14,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2021-02-01,2021-02-08,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2021-02-08,2021-02-15,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2021-03-01,2021-03-08,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2021-05-24,2021-05-31,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2021-05-31,2021-06-07,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2021-06-07,2021-06-14,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2021-06-14,2021-06-21,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2021-06-21,2021-06-28,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2021-06-28,2021-07-05,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2021-07-05,2021-07-12,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2021-07-26,2021-08-02,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2021-08-02,2021-08-09,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2021-08-09,2021-08-16,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2021-08-16,2021-08-23,7,3,SHORT_INACTIVITY
ZENITHSTL.NS,2021-08-23,2021-08-30,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2021-08-30,2021-09-06,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2021-09-06,2021-09-13,7,3,SHORT_INACTIVITY
ZENITHSTL.NS,2021-09-13,2021-09-20,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2021-09-20,2021-09-27,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2021-09-27,2021-10-04,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2021-10-04,2021-10-11,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2021-11-08,2021-11-15,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2021-11-15,2021-11-22,7,3,SHORT_INACTIVITY
ZENITHSTL.NS,2021-11-22,2021-11-29,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2021-11-29,2021-12-06,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2021-12-06,2021-12-13,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2021-12-20,2021-12-27,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2021-12-27,2022-01-03,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2022-01-03,2022-01-10,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2022-01-10,2022-01-17,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2022-01-17,2022-01-24,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2022-01-24,2022-01-31,7,3,SHORT_INACTIVITY
ZENITHSTL.NS,2022-01-31,2022-02-07,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2022-02-07,2022-02-14,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2022-02-14,2022-02-21,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2022-02-21,2022-02-28,7,4,SHORT_INACTIVITY
ZENITHSTL.NS,2022-02-28,2022-03-07,7,3,SHORT_INACTIVITY
ZENITHSTL.NS,2022-03-07,2022-03-14,7,4,SHORT_INACTIVITY
ZODIAC.NS,2018-05-07,2018-05-14,7,4,SHORT_INACTIVITY
ZODIAC.NS,2018-06-05,2018-06-12,7,4,SHORT_INACTIVITY
ZODIAC.NS,2019-04-09,2019-04-16,7,4,SHORT_INACTIVITY
ZODIAC.NS,2019-08-09,2019-08-16,7,2,SHORT_INACTIVITY
ZODIAC.NS,2019-08-20,2019-08-27,7,4,SHORT_INACTIVITY
ZODIAC.NS,2019-08-27,2019-09-03,7,3,SHORT_INACTIVITY
ZODIAC.NS,2019-09-04,2019-09-11,7,3,SHORT_INACTIVITY
ZODIAC.NS,2019-09-12,2019-09-19,7,4,SHORT_INACTIVITY
ZODIAC.NS,2019-10-16,2019-10-23,7,3,SHORT_INACTIVITY
ZODIAC.NS,2020-04-21,2020-04-28,7,4,SHORT_INACTIVITY
ZODIAC.NS,2021-03-05,2021-03-12,7,3,SHORT_INACTIVITY
ZODIAC.NS,2021-03-15,2021-03-22,7,4,SHORT_INACTIVITY
ZODIAC.NS,2021-04-16,2021-04-23,7,3,SHORT_INACTIVITY
ZODIAC.NS,2021-05-12,2021-05-19,7,3,SHORT_INACTIVITY
21STCENMGM.NS,2018-03-08,2018-03-14,6,3,SHORT_INACTIVITY
3PLAND.NS,2018-08-14,2018-08-20,6,2,SHORT_INACTIVITY
3PLAND.NS,2018-09-12,2018-09-18,6,2,SHORT_INACTIVITY
3PLAND.NS,2018-09-28,2018-10-04,6,2,SHORT_INACTIVITY
3PLAND.NS,2019-04-26,2019-05-02,6,1,SHORT_INACTIVITY
3PLAND.NS,2019-09-06,2019-09-12,6,2,SHORT_INACTIVITY
3PLAND.NS,2019-10-24,2019-10-30,6,3,SHORT_INACTIVITY
3PLAND.NS,2019-12-20,2019-12-26,6,2,SHORT_INACTIVITY
3PLAND.NS,2020-05-22,2020-05-28,6,2,SHORT_INACTIVITY
AAATECH.NS,2021-01-08,2021-01-14,6,3,SHORT_INACTIVITY
AAATECH.NS,2021-09-30,2021-10-06,6,3,SHORT_INACTIVITY
AAATECH.NS,2021-10-06,2021-10-12,6,3,SHORT_INACTIVITY
AAATECH.NS,2021-11-16,2021-11-22,6,2,SHORT_INACTIVITY
AARON.NS,2018-10-16,2018-10-22,6,2,SHORT_INACTIVITY
AARVI.NS,2017-12-21,2017-12-27,6,2,SHORT_INACTIVITY
AARVI.NS,2018-06-13,2018-06-19,6,3,SHORT_INACTIVITY
AARVI.NS,2018-10-26,2018-11-01,6,3,SHORT_INACTIVITY
AARVI.NS,2019-03-06,2019-03-12,6,3,SHORT_INACTIVITY
AARVI.NS,2019-07-09,2019-07-15,6,3,SHORT_INACTIVITY
AARVI.NS,2019-08-29,2019-09-04,6,2,SHORT_INACTIVITY
AARVI.NS,2019-11-13,2019-11-19,6,3,SHORT_INACTIVITY
AARVI.NS,2019-11-19,2019-11-25,6,3,SHORT_INACTIVITY
AARVI.NS,2019-12-24,2019-12-30,6,2,SHORT_INACTIVITY
AARVI.NS,2020-03-18,2020-03-24,6,3,SHORT_INACTIVITY
AARVI.NS,2020-04-01,2020-04-07,6,1,SHORT_INACTIVITY
AARVI.NS,2020-04-09,2020-04-15,6,1,SHORT_INACTIVITY
AARVI.NS,2020-06-04,2020-06-10,6,3,SHORT_INACTIVITY
ABCOTS.NS,2022-06-22,2022-06-28,6,3,SHORT_INACTIVITY
ABCOTS.NS,2022-07-07,2022-07-13,6,3,SHORT_INACTIVITY
ABCOTS.NS,2022-08-19,2022-08-25,6,3,SHORT_INACTIVITY
ABCOTS.NS,2022-09-15,2022-09-21,6,3,SHORT_INACTIVITY
ABCOTS.NS,2022-11-04,2022-11-10,6,2,SHORT_INACTIVITY
ABCOTS.NS,2022-11-11,2022-11-17,6,3,SHORT_INACTIVITY
ABCOTS.NS,2023-04-18,2023-04-24,6,3,SHORT_INACTIVITY
ABCOTS.NS,2023-06-16,2023-06-22,6,3,SHORT_INACTIVITY
ABCOTS.NS,2023-06-22,2023-06-28,6,3,SHORT_INACTIVITY
ABCOTS.NS,2023-07-26,2023-08-01,6,3,SHORT_INACTIVITY
ABCOTS.NS,2024-01-10,2024-01-16,6,3,SHORT_INACTIVITY
ABCOTS.NS,2024-03-12,2024-03-18,6,3,SHORT_INACTIVITY
ABCOTS.NS,2024-07-30,2024-08-05,6,3,SHORT_INACTIVITY
ABCOTS.NS,2024-08-14,2024-08-20,6,2,SHORT_INACTIVITY
ABINFRA.NS,2019-10-09,2019-10-15,6,3,SHORT_INACTIVITY
ABINFRA.NS,2019-11-29,2019-12-05,6,3,SHORT_INACTIVITY
ABINFRA.NS,2020-01-09,2020-01-15,6,3,SHORT_INACTIVITY
ABINFRA.NS,2020-10-09,2020-10-15,6,3,SHORT_INACTIVITY
ABINFRA.NS,2020-10-15,2020-10-21,6,3,SHORT_INACTIVITY
ABINFRA.NS,2020-10-29,2020-11-04,6,3,SHORT_INACTIVITY
ABINFRA.NS,2021-01-21,2021-01-27,6,2,SHORT_INACTIVITY
ABINFRA.NS,2021-03-09,2021-03-15,6,2,SHORT_INACTIVITY
ABINFRA.NS,2021-10-27,2021-11-02,6,3,SHORT_INACTIVITY
ABINFRA.NS,2022-01-27,2022-02-02,6,3,SHORT_INACTIVITY
ABINFRA.NS,2022-02-18,2022-02-24,6,3,SHORT_INACTIVITY
ABINFRA.NS,2022-02-24,2022-03-02,6,2,SHORT_INACTIVITY
ABINFRA.NS,2022-04-22,2022-04-28,6,3,SHORT_INACTIVITY
ABINFRA.NS,2022-06-02,2022-06-08,6,3,SHORT_INACTIVITY
ABINFRA.NS,2022-09-02,2022-09-08,6,3,SHORT_INACTIVITY
ABINFRA.NS,2022-10-11,2022-10-17,6,3,SHORT_INACTIVITY
ABINFRA.NS,2022-10-21,2022-10-27,6,2,SHORT_INACTIVITY
ABINFRA.NS,2022-12-06,2022-12-12,6,3,SHORT_INACTIVITY
ABINFRA.NS,2023-03-15,2023-03-21,6,3,SHORT_INACTIVITY
ABINFRA.NS,2023-05-31,2023-06-06,6,3,SHORT_INACTIVITY
ABINFRA.NS,2023-08-23,2023-08-29,6,3,SHORT_INACTIVITY
ABINFRA.NS,2023-12-06,2023-12-12,6,3,SHORT_INACTIVITY
ABSLNN50ET.NS,2019-02-15,2019-02-21,6,3,SHORT_INACTIVITY
ACEINTEG.NS,2016-09-06,2016-09-12,6,3,LISTING_BOUNDARY
ACEINTEG.NS,2017-10-10,2017-10-16,6,3,SHORT_INACTIVITY
ACEINTEG.NS,2017-10-17,2017-10-23,6,1,SHORT_INACTIVITY
ACEINTEG.NS,2018-01-12,2018-01-18,6,3,SHORT_INACTIVITY
ACEINTEG.NS,2018-06-08,2018-06-14,6,3,SHORT_INACTIVITY
ACEINTEG.NS,2018-07-10,2018-07-16,6,3,SHORT_INACTIVITY
ACEINTEG.NS,2020-02-04,2020-02-10,6,3,SHORT_INACTIVITY
ACEINTEG.NS,2020-03-13,2020-03-19,6,3,SHORT_INACTIVITY
ACEINTEG.NS,2021-07-07,2021-07-13,6,3,SHORT_INACTIVITY
ACEINTEG.NS,2021-09-14,2021-09-20,6,3,SHORT_INACTIVITY
ACEINTEG.NS,2021-11-11,2021-11-17,6,3,SHORT_INACTIVITY
ACEINTEG.NS,2022-07-27,2022-08-02,6,3,SHORT_INACTIVITY
ACEINTEG.NS,2022-08-05,2022-08-11,6,2,SHORT_INACTIVITY
ACEINTEG.NS,2022-08-18,2022-08-24,6,3,SHORT_INACTIVITY
ACEINTEG.NS,2022-10-13,2022-10-19,6,3,SHORT_INACTIVITY
ADROITINFO.NS,2020-07-29,2020-08-04,6,3,SHORT_INACTIVITY
AGROPHOS.NS,2017-06-22,2017-06-28,6,2,SHORT_INACTIVITY
AGROPHOS.NS,2017-08-31,2017-09-06,6,3,SHORT_INACTIVITY
AGROPHOS.NS,2017-09-27,2017-10-03,6,2,SHORT_INACTIVITY
AHLADA.NS,2018-11-01,2018-11-07,6,-1,UNRESOLVED
AHLADA.NS,2019-06-28,2019-07-04,6,3,SHORT_INACTIVITY
AHLADA.NS,2019-07-04,2019-07-10,6,3,SHORT_INACTIVITY
AHLADA.NS,2019-08-22,2019-08-28,6,3,SHORT_INACTIVITY
AHLADA.NS,2020-02-18,2020-02-24,6,2,SHORT_INACTIVITY
AHLADA.NS,2020-04-01,2020-04-07,6,1,SHORT_INACTIVITY
AHLADA.NS,2020-04-15,2020-04-21,6,3,SHORT_INACTIVITY
